frame,time_s,detected,confidence,cx,cy,raw_cx,raw_cy,diameter,drift_px,status,candidates
117,0.483333,1,0.3633,1629.31,823.64,1626.55,805.90,29.34,22.43,ok,5
118,0.487500,1,0.5240,1629.26,823.56,1626.22,805.37,29.97,22.81,ok,6
119,0.491667,1,0.6231,1629.23,823.53,1625.90,804.78,30.30,23.26,ok,8
120,0.495833,1,0.5700,1629.21,823.61,1625.65,804.30,30.38,23.74,ok,7
121,0.500000,1,0.4353,1629.29,823.91,1625.46,804.17,29.53,24.14,ok,7
122,0.504167,1,0.5243,1628.78,823.73,1624.66,803.61,29.36,24.50,ok,5
123,0.508333,1,0.6010,1628.59,823.52,1624.19,803.12,29.85,24.76,ok,6
124,0.512500,1,0.6686,1628.49,823.64,1623.82,803.00,29.86,24.98,ok,9
125,0.516667,1,0.6670,1628.42,823.51,1623.49,802.66,30.11,25.16,ok,9
126,0.520833,1,0.6494,1628.43,823.41,1623.28,802.33,30.36,25.35,ok,7
127,0.525000,1,0.6222,1628.56,823.40,1623.19,802.12,30.25,25.52,ok,6
128,0.529167,1,0.6116,1628.76,823.36,1623.11,801.89,30.10,25.69,ok,7
129,0.533333,1,0.4775,1628.69,823.33,1622.74,801.59,30.13,25.92,ok,7
130,0.537917,1,0.5073,1628.52,823.23,1622.22,801.21,30.11,26.15,ok,4
131,0.542083,1,0.5638,1628.39,823.30,1621.71,801.09,30.20,26.32,ok,6
132,0.546250,1,0.4625,1628.35,823.34,1621.29,800.99,30.11,26.47,ok,4
133,0.550417,0,,,,,,,26.62,rejected-jump,2
134,0.554583,0,,,,,,,26.81,rejected-jump,2
135,0.558750,0,,,,,,,27.02,rejected-size,4
136,0.562917,0,,,,,,,27.28,rejected-jump,1
137,0.567083,0,,,,,,,27.55,rejected-jump,3
138,0.571250,0,,,,,,,27.81,rejected-size,4
139,0.575417,1,0.2904,1628.33,823.43,1618.30,799.72,29.62,28.09,ok,5
140,0.579583,1,0.4389,1628.28,823.48,1617.84,799.55,29.68,28.37,ok,4
141,0.583750,1,0.3187,1628.00,823.65,1617.21,799.54,29.59,28.60,ok,4
142,0.587917,0,,,,,,,28.82,rejected-jump,3
143,0.592083,0,,,,,,,28.99,rejected-size,2
144,0.596250,0,,,,,,,29.14,rejected-size,2
145,0.600417,1,0.2811,1627.93,823.49,1615.92,799.00,29.91,29.20,ok,3
146,0.604583,1,0.3307,1627.84,823.82,1615.61,799.32,29.26,29.25,ok,3
147,0.608750,1,0.3310,1627.84,823.86,1615.45,799.35,29.23,29.28,ok,3
148,0.612917,1,0.2791,1627.87,823.46,1615.34,798.94,29.92,29.31,ok,3
149,0.617083,1,0.3374,1627.79,823.45,1615.12,798.97,30.34,29.29,ok,3
150,0.621250,1,0.3236,1627.82,823.61,1615.00,799.14,30.23,29.30,ok,3
151,0.625417,1,0.3133,1627.83,823.69,1614.86,799.26,30.26,29.30,ok,4
152,0.629583,1,0.2638,1627.80,823.66,1614.67,799.26,29.63,29.30,ok,3
153,0.633750,1,0.2684,1627.87,823.66,1614.60,799.30,29.65,29.30,ok,3
154,0.637917,1,0.2505,1627.98,821.79,1614.62,797.44,32.25,29.31,ok,3
155,0.642083,1,0.2579,1628.03,821.35,1614.54,797.04,32.69,29.31,ok,2
156,0.646250,0,,,,,,,29.32,rejected-jump,1
157,0.650417,0,,,,,,,29.28,rejected-jump,2
158,0.654583,0,,,,,,,29.24,rejected-jump,2
159,0.658750,0,,,,,,,29.13,rejected-jump,1
160,0.662917,0,,,,,,,28.88,rejected-jump,1
161,0.667083,0,,,,,,,28.57,rejected-size,2
162,0.671250,0,,,,,,,28.25,rejected-size,2
163,0.675417,0,,,,,,,27.83,rejected-size,2
164,0.679583,0,,,,,,,27.41,rejected-size,3
165,0.683750,1,0.3262,1628.18,823.58,1616.66,801.23,29.72,26.93,ok,9
166,0.687917,1,0.3419,1627.90,823.31,1616.87,801.36,29.94,26.42,ok,7
167,0.692083,0,,,,,,,25.90,rejected-jump,5
168,0.696250,1,0.2602,1628.22,823.57,1618.17,802.49,29.90,25.38,ok,4
169,0.700417,0,,,,,,,24.89,rejected-jump,4
170,0.704583,1,0.4406,1628.19,823.51,1619.07,803.23,29.89,24.41,ok,5
171,0.708750,1,0.2670,1628.35,823.25,1619.73,803.37,30.55,23.96,ok,6
172,0.712917,1,0.2662,1628.31,823.13,1620.08,803.62,30.44,23.53,ok,3
173,0.717083,1,0.4987,1628.51,823.33,1620.64,804.16,30.33,23.14,ok,4
174,0.721250,1,0.5292,1628.52,823.41,1621.04,804.57,30.32,22.77,ok,5
175,0.725417,1,0.5452,1628.64,823.44,1621.49,804.93,30.31,22.43,ok,4
176,0.729583,1,0.4173,1628.96,823.45,1622.11,805.24,30.09,22.10,ok,4
177,0.733750,1,0.4038,1628.84,823.32,1622.18,805.31,30.12,21.89,ok,5
178,0.737917,1,0.3468,1628.65,823.24,1622.15,805.38,30.24,21.72,ok,4
179,0.742083,1,0.3566,1628.68,823.15,1622.25,805.43,30.41,21.61,ok,4
180,0.746250,1,0.3875,1628.73,823.22,1622.34,805.58,30.43,21.56,ok,4
181,0.750417,1,0.3916,1628.69,823.10,1622.25,805.43,30.41,21.61,ok,5
182,0.754583,1,0.4214,1628.67,823.07,1622.18,805.36,30.30,21.70,ok,5
183,0.758750,1,0.3307,1628.72,823.18,1622.03,805.29,30.30,21.94,ok,3
184,0.762917,0,,,,,,,22.19,rejected-jump,3
185,0.767083,1,0.2762,1628.85,823.36,1621.72,804.99,30.54,22.49,ok,5
186,0.771250,1,0.4646,1628.82,823.42,1621.44,804.78,30.53,22.80,ok,4
187,0.775417,1,0.3947,1628.59,823.33,1620.88,804.43,30.43,23.11,ok,4
188,0.779583,1,0.3636,1628.37,823.32,1620.30,804.18,30.51,23.41,ok,5
189,0.783750,0,,,,,,,23.63,rejected-jump,3
190,0.787917,0,,,,,,,23.86,rejected-size,2
191,0.792083,0,,,,,,,24.04,rejected-size,3
192,0.796250,1,0.3929,1628.31,823.56,1618.64,803.85,29.99,24.22,ok,4
193,0.800417,1,0.4736,1628.48,823.57,1618.42,803.87,29.99,24.30,ok,5
194,0.804583,1,0.5465,1628.52,823.69,1618.07,804.00,30.08,24.38,ok,5
195,0.808750,1,0.5373,1628.29,823.80,1617.43,804.24,30.58,24.34,ok,5
196,0.812917,1,0.4891,1628.19,823.88,1616.97,804.48,30.08,24.30,ok,5
197,0.817083,1,0.3688,1628.10,823.66,1616.45,804.47,30.45,24.23,ok,7
198,0.821250,0,,,,,,,24.16,rejected-jump,5
199,0.825417,0,,,,,,,24.16,rejected-size,5
200,0.829583,0,,,,,,,24.14,rejected-size,4
201,0.833750,1,0.3622,1628.09,823.52,1614.51,805.38,30.53,23.99,ok,5
202,0.837917,1,0.5892,1627.79,823.71,1613.76,805.97,30.11,23.82,ok,3
203,0.842083,1,0.4759,1628.52,824.11,1614.10,806.77,27.47,23.66,ok,4
204,0.846250,1,0.3489,1628.58,823.85,1613.80,806.88,28.58,23.52,ok,3
205,0.850417,1,0.2612,1628.27,823.82,1613.15,807.14,28.88,23.45,ok,3
206,0.854583,0,,,,,,,23.38,rejected-jump,2
207,0.858750,0,,,,,,,23.21,rejected-jump,1
208,0.862917,0,,,,,,,23.01,rejected-jump,1
209,0.867083,0,,,,,,,22.84,rejected-size,2
210,0.871250,0,,,,,,,22.70,rejected-jump,2
211,0.875417,0,,,,,,,22.61,rejected-jump,3
212,0.879583,0,,,,,,,22.53,rejected-size,1
213,0.883750,0,,,,,,,22.40,rejected-size,5
214,0.887917,1,0.2709,1627.39,823.72,1610.38,810.00,28.70,22.26,ok,5
215,0.892083,1,0.3934,1627.26,823.60,1610.19,810.17,28.93,22.12,ok,5
216,0.896250,1,0.4539,1627.40,823.22,1610.27,810.08,29.44,21.98,ok,4
217,0.900417,1,0.3500,1627.48,823.17,1610.34,810.26,29.44,21.87,ok,3
218,0.904583,1,0.2940,1627.50,823.10,1610.36,810.33,29.62,21.81,ok,3
219,0.908750,1,0.3246,1627.54,823.21,1610.46,810.61,29.81,21.70,ok,3
220,0.912917,1,0.3413,1627.51,823.28,1610.51,810.85,29.97,21.56,ok,3
221,0.917083,1,0.3794,1627.47,823.18,1610.65,810.92,29.81,21.39,ok,6
222,0.921250,1,0.4105,1627.27,823.27,1610.65,811.15,29.27,21.19,ok,5
223,0.925417,1,0.2760,1627.27,823.23,1610.86,811.26,29.55,21.00,ok,5
224,0.929583,0,,,,,,,20.81,rejected-jump,3
225,0.933750,1,0.3434,1627.25,823.06,1611.24,811.41,29.77,20.62,ok,4
226,0.937917,1,0.3613,1627.37,823.00,1611.57,811.51,29.99,20.43,ok,4
227,0.942083,1,0.3611,1627.71,823.04,1612.11,811.66,30.26,20.25,ok,3
228,0.946250,1,0.3898,1627.91,823.18,1612.52,811.91,30.45,20.07,ok,2
229,0.950417,1,0.4629,1627.91,823.15,1612.80,811.96,30.56,19.86,ok,3
230,0.954583,1,0.4449,1627.89,823.35,1613.06,812.25,30.12,19.64,ok,6
231,0.958750,1,0.3597,1627.92,823.38,1613.35,812.38,29.94,19.42,ok,5
232,0.962917,1,0.4304,1628.01,823.39,1613.69,812.49,29.90,19.20,ok,3
233,0.967083,1,0.3858,1628.24,823.60,1614.14,812.83,30.10,18.97,ok,3
234,0.971250,1,0.3400,1628.47,823.75,1614.57,813.13,30.22,18.73,ok,3
235,0.975417,1,0.2724,1628.46,823.78,1614.75,813.31,30.10,18.50,ok,4
236,0.979583,0,,,,,,,18.28,rejected-jump,3
237,0.983750,0,,,,,,,18.04,rejected-size,3
238,0.987917,1,0.2570,1628.21,823.37,1615.00,813.41,29.95,17.79,ok,4
239,0.992083,1,0.3023,1628.19,823.22,1615.16,813.43,30.00,17.54,ok,7
240,0.996250,0,,,,,,,17.30,rejected-jump,6
241,1.000417,1,0.4269,1628.16,823.40,1615.42,813.92,29.66,17.09,ok,7
242,1.004583,1,0.4684,1628.09,823.46,1615.48,814.12,29.60,16.89,ok,7
243,1.008750,1,0.5467,1628.16,823.49,1615.55,814.21,29.54,16.82,ok,8
244,1.012917,1,0.5560,1628.20,823.48,1615.58,814.25,29.53,16.76,ok,8
245,1.017083,1,0.3923,1628.23,823.32,1615.55,814.14,29.59,16.73,ok,7
246,1.021250,1,0.3460,1628.25,823.31,1615.52,814.13,29.51,16.73,ok,6
247,1.025417,1,0.2970,1628.28,823.15,1615.49,813.99,29.65,16.73,ok,6
248,1.029583,1,0.2689,1628.27,823.03,1615.42,813.88,29.72,16.73,ok,6
249,1.033750,0,,,,,,,16.79,rejected-jump,5
250,1.037917,0,,,,,,,16.84,rejected-size,6
251,1.042083,0,,,,,,,16.99,rejected-size,7
252,1.046250,1,0.2928,1628.17,823.26,1615.15,813.67,29.84,17.14,ok,7
253,1.050417,0,,,,,,,17.25,rejected-jump,6
254,1.054583,0,,,,,,,17.37,rejected-size,6
255,1.058750,0,,,,,,,17.34,rejected-size,6
256,1.062917,0,,,,,,,17.32,rejected-size,6
257,1.067083,0,,,,,,,17.26,rejected-size,6
258,1.071250,1,0.2999,1628.03,823.97,1615.47,813.99,29.47,17.22,ok,7
259,1.075417,1,0.3417,1628.19,824.13,1615.88,813.98,29.39,17.24,ok,7
260,1.079583,1,0.4221,1628.28,824.22,1616.23,813.88,29.39,17.28,ok,7
261,1.083750,1,0.2604,1628.17,823.87,1616.31,813.38,29.61,17.33,ok,7
262,1.087917,1,0.3178,1628.05,823.75,1616.40,813.11,29.84,17.39,ok,8
263,1.092083,1,0.3343,1628.04,823.73,1616.56,812.90,29.65,17.50,ok,8
264,1.096250,1,0.3845,1628.19,823.76,1616.88,812.73,29.47,17.63,ok,7
265,1.100417,1,0.4157,1628.27,823.77,1617.08,812.54,29.70,17.76,ok,7
266,1.104583,1,0.4125,1628.58,824.06,1617.48,812.62,29.46,17.90,ok,6
267,1.108750,1,0.4557,1628.63,824.15,1617.59,812.49,29.52,18.07,ok,6
268,1.112917,1,0.4008,1628.69,824.17,1617.70,812.28,29.32,18.24,ok,4
269,1.117083,1,0.5795,1628.54,824.13,1617.51,811.95,29.42,18.50,ok,5
270,1.121250,1,0.4823,1628.28,824.01,1617.19,811.54,29.35,18.77,ok,5
271,1.125417,1,0.4512,1628.23,824.02,1616.96,811.20,29.24,19.11,ok,4
272,1.129583,1,0.3797,1628.19,823.90,1616.75,810.75,28.86,19.46,ok,4
273,1.133750,0,,,,,,,19.86,rejected-jump,3
274,1.137917,1,0.2558,1628.16,823.81,1616.18,809.95,29.39,20.28,ok,3
275,1.142083,1,0.3860,1628.28,823.83,1615.97,809.62,29.63,20.71,ok,5
276,1.146250,1,0.5240,1628.29,823.93,1615.64,809.36,29.84,21.14,ok,4
277,1.150417,1,0.5337,1628.32,823.98,1615.30,809.07,29.83,21.57,ok,4
278,1.154583,1,0.4803,1628.17,823.96,1614.75,808.72,29.67,22.00,ok,3
279,1.158750,1,0.6292,1628.36,823.99,1614.61,808.50,29.92,22.35,ok,4
280,1.162917,1,0.5956,1628.42,823.97,1614.35,808.23,29.70,22.69,ok,4
281,1.167083,1,0.4775,1628.38,823.91,1614.04,808.01,29.51,22.96,ok,5
282,1.171250,1,0.3997,1628.14,823.86,1613.50,807.81,29.33,23.21,ok,4
283,1.175417,1,0.3353,1628.09,823.90,1613.18,807.82,29.50,23.36,ok,4
284,1.179583,1,0.3202,1628.11,823.95,1612.93,807.83,29.58,23.52,ok,2
285,1.183750,0,,,,,,,23.62,rejected-jump,1
286,1.187917,0,,,,,,,23.70,rejected-jump,1
287,1.192083,0,,,,,,,23.78,rejected-jump,1
288,1.196250,0,,,,,,,23.81,rejected-jump,1
289,1.200417,1,0.2672,1627.89,823.99,1612.22,807.71,29.86,23.82,ok,2
290,1.204583,1,0.2767,1627.87,824.01,1612.25,807.69,29.85,23.82,ok,2
291,1.208750,1,0.2517,1627.92,824.04,1612.47,807.65,29.59,23.74,ok,2
292,1.212917,1,0.3140,1628.09,824.02,1612.87,807.56,29.49,23.65,ok,2
293,1.217083,1,0.3485,1628.23,823.93,1613.33,807.36,29.36,23.55,ok,3
294,1.221250,1,0.2983,1628.27,823.89,1613.69,807.22,29.24,23.46,ok,3
295,1.225417,1,0.3823,1628.37,824.10,1614.21,807.30,29.40,23.36,ok,3
296,1.229583,1,0.4545,1628.39,824.01,1614.63,807.10,29.62,23.25,ok,2
297,1.233750,1,0.5082,1628.23,824.13,1614.93,807.09,29.62,23.11,ok,3
298,1.237917,1,0.5960,1628.17,824.15,1615.37,806.98,29.46,22.96,ok,4
299,1.242083,1,0.6290,1628.36,823.81,1616.12,806.52,29.56,22.79,ok,4
300,1.246250,1,0.5372,1628.34,824.44,1616.70,807.01,28.72,22.62,ok,4
301,1.250417,1,0.3169,1628.53,825.03,1617.48,807.42,28.12,22.50,ok,4
302,1.254583,1,0.3645,1628.66,824.24,1618.23,806.45,28.87,22.40,ok,3
303,1.258750,1,0.4890,1628.52,824.49,1618.68,806.55,28.17,22.32,ok,4
304,1.262917,1,0.6386,1628.76,824.26,1619.45,806.19,28.49,22.25,ok,5
305,1.267083,1,0.4831,1628.42,824.40,1619.63,806.19,27.91,22.21,ok,4
306,1.271250,1,0.4139,1628.67,824.36,1620.39,806.02,28.77,22.17,ok,3
307,1.275417,1,0.3319,1628.92,824.20,1621.05,805.75,29.55,22.17,ok,4
308,1.279583,1,0.3801,1629.05,824.02,1621.55,805.47,30.18,22.16,ok,3
309,1.283750,1,0.4167,1628.94,823.93,1621.72,805.34,30.07,22.14,ok,3
310,1.287917,1,0.3520,1629.02,823.91,1622.06,805.29,30.08,22.11,ok,3
311,1.292083,1,0.3242,1629.08,823.91,1622.32,805.26,30.08,22.09,ok,4
312,1.296250,1,0.3834,1629.04,823.95,1622.47,805.27,29.98,22.07,ok,3
313,1.300417,1,0.4873,1629.09,824.02,1622.64,805.26,29.96,22.08,ok,3
314,1.304583,1,0.4849,1629.16,824.06,1622.76,805.27,30.03,22.09,ok,3
315,1.308750,1,0.4437,1629.14,824.13,1622.76,805.28,30.02,22.12,ok,3
316,1.312917,1,0.4225,1629.15,824.15,1622.79,805.24,30.02,22.14,ok,3
317,1.317083,1,0.4142,1629.10,824.01,1622.65,804.97,30.23,22.25,ok,3
318,1.321250,1,0.4733,1629.08,823.83,1622.53,804.61,30.48,22.38,ok,4
319,1.325417,1,0.5143,1628.97,823.99,1622.24,804.61,30.56,22.50,ok,4
320,1.329583,1,0.5925,1628.82,824.22,1621.92,804.67,30.55,22.64,ok,3
321,1.333750,1,0.5776,1628.89,824.20,1621.71,804.42,30.56,22.83,ok,3
322,1.337917,1,0.5055,1628.94,824.05,1621.49,804.04,30.48,23.04,ok,3
323,1.342083,1,0.4446,1628.92,823.99,1621.10,803.77,30.36,23.24,ok,5
324,1.346250,1,0.4150,1628.69,824.06,1620.49,803.64,29.84,23.44,ok,5
325,1.350417,1,0.3945,1628.50,824.44,1619.86,803.78,29.36,23.67,ok,4
326,1.354583,1,0.5183,1628.52,823.81,1619.40,802.91,30.20,23.91,ok,4
327,1.358750,0,,,,,,,24.18,rejected-jump,3
328,1.362917,0,,,,,,,24.46,rejected-size,3
329,1.367083,0,,,,,,,24.76,rejected-size,4
330,1.371250,0,,,,,,,25.06,rejected-size,4
331,1.375417,0,,,,,,,25.40,rejected-size,5
332,1.379583,0,,,,,,,25.72,rejected-size,6
333,1.383750,0,,,,,,,26.07,rejected-size,5
334,1.387917,0,,,,,,,26.43,rejected-size,5
335,1.392083,0,,,,,,,26.79,rejected-size,4
336,1.396250,0,,,,,,,27.13,rejected-size,3
337,1.400417,0,,,,,,,27.50,rejected-size,2
338,1.404583,0,,,,,,,27.87,rejected-size,1
339,1.408750,0,,,,,,,28.27,rejected-size,3
340,1.412917,0,,,,,,,28.65,rejected-size,1
341,1.417083,0,,,,,,,29.04,rejected-size,1
342,1.421250,0,,,,,,,29.43,rejected-size,1
343,1.425417,1,0.2908,1627.78,824.77,1611.58,798.77,27.58,29.80,ok,3
344,1.429583,0,,,,,,,30.18,rejected-jump,1
345,1.433750,0,,,,,,,30.61,rejected-size,2
346,1.437917,0,,,,,,,31.00,rejected-jump,1
347,1.442083,0,,,,,,,31.30,rejected-size,2
348,1.446250,0,,,,,,,31.59,rejected-size,2
349,1.450417,0,,,,,,,31.88,rejected-size,3
350,1.454583,1,0.3481,1627.98,824.29,1610.13,796.28,29.42,32.16,ok,4
351,1.458750,1,0.3545,1628.04,824.49,1610.06,796.24,29.41,32.44,ok,4
352,1.462917,1,0.3045,1627.97,824.78,1609.85,796.30,29.37,32.69,ok,3
353,1.467083,1,0.2766,1627.89,824.79,1609.69,796.13,29.40,32.89,ok,3
354,1.471250,0,,,,,,,33.09,rejected-jump,2
