frame,time_s,detected,confidence,cx,cy,raw_cx,raw_cy,diameter,drift_px,status,candidates
33,0.266667,1,0.4490,3063.48,1630.58,3098.87,1613.55,56.45,45.25,ok,8
34,0.275000,1,0.3508,3063.54,1630.46,3098.31,1613.05,56.57,44.95,ok,7
35,0.283333,1,0.4722,3063.56,1630.72,3097.80,1612.73,56.39,44.77,ok,8
36,0.291667,1,0.4217,3063.66,1631.02,3097.41,1612.30,56.64,44.68,ok,8
37,0.300000,1,0.4907,3063.81,1630.75,3097.37,1611.52,57.24,44.79,ok,8
38,0.308333,1,0.4274,3063.87,1630.83,3097.35,1610.96,57.38,45.11,ok,10
39,0.316667,1,0.3035,3063.66,1630.92,3097.02,1610.28,56.81,45.52,ok,8
40,0.325000,1,0.2715,3063.60,1631.05,3097.00,1609.62,56.44,46.11,ok,8
41,0.333333,1,0.3845,3063.56,1631.43,3097.19,1609.16,56.37,46.91,ok,7
42,0.341667,1,0.3847,3063.43,1630.49,3097.45,1607.57,57.09,47.74,ok,7
43,0.350000,1,0.3892,3063.31,1630.81,3098.00,1607.55,56.68,48.68,ok,8
44,0.358333,1,0.3970,3063.19,1630.83,3098.59,1607.65,56.37,49.49,ok,9
45,0.366667,1,0.4174,3063.73,1630.73,3099.91,1607.34,56.63,50.40,ok,8
46,0.375000,1,0.3854,3063.96,1630.42,3100.91,1606.50,57.03,51.44,ok,7
47,0.383333,1,0.4986,3063.51,1630.37,3101.25,1605.94,57.05,52.48,ok,7
48,0.391667,0,,,,,,,53.62,rejected-jump,6
49,0.400000,1,0.3076,3063.80,1630.44,3103.34,1604.60,57.18,54.98,ok,7
50,0.408333,1,0.4893,3064.27,1630.74,3104.70,1603.89,57.14,56.33,ok,7
51,0.416667,1,0.3470,3064.23,1630.98,3105.53,1602.99,56.91,57.68,ok,8
52,0.425000,1,0.2871,3064.00,1630.74,3106.32,1601.47,57.12,59.10,ok,11
53,0.433333,1,0.4066,3064.55,1630.40,3108.19,1600.33,57.65,60.29,ok,9
54,0.441667,1,0.5503,3064.16,1630.50,3109.08,1599.95,58.01,61.46,ok,8
55,0.450000,1,0.5527,3064.15,1630.08,3110.67,1599.60,58.04,62.67,ok,9
56,0.458333,1,0.5557,3064.56,1630.48,3112.87,1600.52,57.68,63.84,ok,8
57,0.466667,1,0.4632,3064.64,1631.06,3114.97,1602.02,57.20,65.00,ok,9
58,0.475000,1,0.2717,3065.17,1631.16,3117.59,1603.24,57.62,66.22,ok,7
59,0.483333,0,,,,,,,67.31,rejected-jump,6
60,0.491667,1,0.2908,3065.54,1632.11,3121.78,1606.77,56.64,68.25,ok,8
61,0.500417,1,0.5170,3065.87,1631.97,3123.83,1608.06,56.92,69.13,ok,7
62,0.508750,1,0.2556,3065.81,1632.46,3125.18,1609.66,56.27,69.91,ok,7
63,0.517083,1,0.2846,3066.43,1632.44,3127.09,1610.52,56.69,70.63,ok,9
64,0.525417,1,0.4512,3066.47,1632.41,3128.38,1611.14,56.80,71.34,ok,9
65,0.533750,1,0.4554,3066.58,1632.19,3129.47,1611.40,57.06,71.87,ok,8
66,0.542083,1,0.4122,3066.56,1632.44,3130.55,1612.16,56.55,72.38,ok,7
67,0.550417,1,0.4755,3067.02,1632.34,3132.07,1612.71,56.96,72.89,ok,8
68,0.558750,1,0.4421,3066.41,1632.02,3132.65,1612.99,56.92,73.52,ok,10
69,0.567083,1,0.2979,3066.65,1632.03,3134.21,1613.75,56.90,74.26,ok,7
70,0.575417,0,,,,,,,75.14,rejected-jump,8
71,0.583750,1,0.4069,3067.32,1632.24,3137.71,1615.37,57.12,76.03,ok,7
72,0.592083,0,,,,,,,76.91,rejected-jump,6
73,0.600417,0,,,,,,,77.84,rejected-size,7
74,0.608750,1,0.2744,3067.38,1631.70,3141.95,1618.42,58.14,78.74,ok,6
75,0.617083,0,,,,,,,79.62,rejected-jump,6
76,0.625417,1,0.3744,3068.08,1610.65,3145.18,1600.14,80.00,80.52,ok,6
77,0.633750,1,0.5148,3067.97,1628.23,3146.07,1618.92,61.97,81.22,ok,9
78,0.642083,1,0.2852,3068.14,1612.79,3147.11,1604.76,77.91,81.85,ok,7
79,0.650417,0,,,,,,,82.51,rejected-jump,6
80,0.658750,1,0.2728,3068.46,1633.42,3148.98,1627.56,57.67,83.09,ok,7
81,0.667083,1,0.3409,3068.00,1633.37,3149.20,1628.28,57.60,83.67,ok,7
82,0.675417,0,,,,,,,84.23,rejected-jump,7
83,0.683750,1,0.2996,3068.73,1633.42,3151.16,1629.25,57.66,84.80,ok,8
84,0.692083,0,,,,,,,85.38,rejected-jump,8
85,0.700417,1,0.3364,3069.25,1633.63,3153.09,1630.44,57.62,86.03,ok,9
86,0.708750,1,0.2557,3068.97,1633.27,3153.51,1630.55,57.94,86.64,ok,8
87,0.717083,1,0.3357,3069.10,1633.22,3154.09,1630.73,57.76,87.08,ok,8
88,0.725417,1,0.2916,3069.14,1633.31,3154.51,1630.66,57.79,87.41,ok,7
89,0.733750,1,0.3257,3068.94,1633.18,3154.53,1630.57,57.83,87.66,ok,7
90,0.742083,1,0.2829,3069.05,1633.24,3155.01,1630.65,57.73,88.15,ok,7
91,0.750417,1,0.4479,3069.11,1633.51,3155.64,1630.72,57.55,88.79,ok,7
92,0.758750,1,0.5336,3069.46,1633.71,3156.63,1630.58,58.05,89.50,ok,8
93,0.767083,1,0.4428,3069.06,1633.83,3156.99,1630.33,57.85,90.40,ok,7
94,0.775417,1,0.4721,3069.07,1633.68,3157.75,1629.97,57.80,91.32,ok,7
95,0.783750,1,0.3344,3069.24,1633.79,3158.88,1629.73,57.81,92.47,ok,8
96,0.792083,1,0.5237,3069.82,1633.73,3160.52,1629.00,57.76,93.75,ok,8
97,0.800417,1,0.4088,3069.48,1634.61,3161.28,1629.14,56.90,95.08,ok,7
98,0.808750,1,0.5001,3069.74,1634.07,3162.78,1627.66,57.11,96.54,ok,8
99,0.817083,1,0.3072,3070.20,1634.53,3164.61,1626.73,58.15,98.13,ok,7
100,0.825417,0,,,,,,,100.07,rejected-jump,9
101,0.833750,1,0.3374,3070.50,1621.16,3168.56,1610.16,71.08,102.32,ok,9
102,0.842083,0,,,,,,,105.05,rejected-jump,6
103,0.850417,1,0.2955,3070.41,1612.17,3173.55,1598.72,80.28,107.99,ok,7
104,0.858750,1,0.2573,3071.14,1626.12,3177.00,1611.69,66.21,110.99,ok,8
105,0.867083,0,,,,,,,113.90,rejected-jump,6
106,0.875417,0,,,,,,,116.54,rejected-size,6
107,0.883750,0,,,,,,,118.87,rejected-size,6
108,0.892083,0,,,,,,,120.80,rejected-size,7
109,0.900417,0,,,,,,,122.41,rejected-size,6
110,0.908750,0,,,,,,,123.75,rejected-size,8
111,0.917083,0,,,,,,,124.60,rejected-size,7
112,0.925417,0,,,,,,,125.00,rejected-size,7
113,0.933750,0,,,,,,,124.81,rejected-size,7
114,0.942083,0,,,,,,,124.30,rejected-size,7
115,0.950417,1,0.3344,3072.51,1634.41,3188.80,1615.24,58.75,123.41,ok,10
116,0.958750,1,0.2642,3072.25,1634.47,3187.58,1615.28,59.02,122.55,ok,10
117,0.967083,0,,,,,,,121.73,rejected-jump,8
118,0.975417,0,,,,,,,121.09,rejected-size,6
119,0.983750,0,,,,,,,120.60,rejected-size,8
120,0.992083,0,,,,,,,120.07,rejected-size,7
121,1.000417,0,,,,,,,119.74,rejected-size,6
122,1.008750,0,,,,,,,119.53,rejected-size,6
123,1.017083,0,,,,,,,119.37,rejected-size,8
124,1.025417,0,,,,,,,119.36,rejected-size,7
125,1.033750,0,,,,,,,119.71,rejected-size,8
126,1.042083,0,,,,,,,120.24,rejected-size,8
127,1.050417,1,0.2510,3071.45,1635.95,3185.74,1624.64,57.16,121.02,ok,7
128,1.058750,1,0.3535,3071.95,1636.28,3187.20,1626.03,57.05,121.84,ok,8
129,1.067083,1,0.4172,3072.05,1636.34,3188.35,1627.19,57.81,122.68,ok,7
130,1.075417,1,0.2953,3072.13,1635.87,3189.49,1627.58,57.61,123.55,ok,8
131,1.083750,1,0.4176,3072.00,1635.80,3190.30,1628.46,57.98,124.30,ok,9
132,1.092083,1,0.4048,3072.61,1635.61,3191.93,1629.37,58.26,125.04,ok,9
133,1.100417,1,0.4759,3072.31,1635.67,3192.82,1630.71,58.10,125.88,ok,11
134,1.108750,1,0.4207,3072.37,1635.69,3194.10,1632.34,58.51,126.80,ok,11
135,1.117083,1,0.4934,3073.07,1636.53,3195.87,1634.86,58.03,127.54,ok,9
136,1.125417,1,0.3978,3072.94,1636.20,3196.59,1636.10,58.16,128.11,ok,8
137,1.133750,1,0.2919,3072.72,1636.66,3197.08,1638.02,57.92,128.58,ok,9
138,1.142083,1,0.3275,3072.87,1636.92,3197.98,1639.65,57.77,129.11,ok,8
139,1.150417,1,0.2529,3073.59,1636.78,3199.61,1640.85,58.47,129.88,ok,8
140,1.158750,1,0.3193,3073.65,1637.10,3200.74,1642.46,58.18,130.83,ok,8
141,1.167083,1,0.4771,3073.37,1637.03,3201.83,1643.74,57.35,132.13,ok,8
142,1.175417,1,0.4657,3073.88,1637.02,3204.06,1645.09,57.89,133.86,ok,9
143,1.183750,1,0.4812,3074.05,1637.35,3205.99,1646.60,58.22,135.62,ok,8
144,1.192083,1,0.3078,3074.51,1630.03,3208.29,1640.44,65.83,137.47,ok,7
145,1.200417,1,0.2617,3074.99,1636.54,3210.75,1648.07,59.04,139.48,ok,10
146,1.208750,0,,,,,,,141.44,rejected-jump,6
147,1.217083,0,,,,,,,143.47,rejected-size,6
148,1.225417,0,,,,,,,145.55,rejected-size,6
149,1.233750,0,,,,,,,147.69,rejected-size,6
150,1.242083,0,,,,,,,149.98,rejected-size,7
151,1.250417,0,,,,,,,152.29,rejected-size,8
152,1.258750,0,,,,,,,154.25,rejected-size,7
153,1.267083,0,,,,,,,156.05,rejected-size,9
154,1.275417,0,,,,,,,157.80,rejected-size,8
155,1.283750,1,0.2756,3077.70,1638.76,3234.16,1656.53,58.30,159.57,ok,9
156,1.292083,1,0.3375,3077.75,1639.16,3236.00,1656.78,57.97,161.30,ok,8
157,1.300417,1,0.4497,3077.63,1618.87,3237.44,1636.10,79.00,162.77,ok,10
158,1.308750,1,0.3603,3078.05,1617.56,3239.25,1634.21,80.83,164.15,ok,10
159,1.317083,1,0.3161,3078.48,1616.46,3240.92,1632.24,81.78,165.28,ok,8
160,1.325417,1,0.5485,3078.46,1623.34,3242.00,1637.94,75.14,166.27,ok,8
161,1.333750,0,,,,,,,167.49,rejected-jump,7
162,1.342083,0,,,,,,,168.95,rejected-size,8
163,1.350417,0,,,,,,,170.74,rejected-size,7
164,1.358750,0,,,,,,,172.63,rejected-size,8
165,1.367083,0,,,,,,,174.73,rejected-size,7
166,1.375417,1,0.2732,3079.60,1639.19,3253.99,1646.64,58.71,176.79,ok,7
167,1.383750,1,0.3833,3079.66,1639.62,3255.93,1645.40,59.23,178.67,ok,7
168,1.392083,1,0.4801,3079.83,1639.91,3257.64,1643.82,58.37,180.32,ok,7
169,1.400417,1,0.3300,3080.38,1640.28,3259.47,1641.94,59.08,181.74,ok,7
170,1.408750,1,0.3387,3079.99,1639.64,3260.08,1638.65,58.27,182.95,ok,8
171,1.417083,1,0.3552,3080.17,1639.73,3261.32,1635.73,59.34,184.19,ok,9
172,1.425417,0,,,,,,,185.40,rejected-jump,8
173,1.433750,1,0.3334,3080.42,1639.81,3263.50,1630.01,59.68,186.78,ok,9
174,1.442083,1,0.5003,3080.37,1640.37,3264.65,1627.77,58.30,188.31,ok,7
175,1.450417,1,0.3172,3080.50,1640.03,3266.01,1624.81,58.47,189.92,ok,9
176,1.458750,1,0.2870,3080.75,1639.48,3267.45,1621.98,59.85,191.44,ok,9
177,1.467083,1,0.3452,3080.98,1639.63,3268.86,1619.81,59.62,193.09,ok,9
178,1.475417,1,0.2628,3080.90,1638.83,3269.76,1616.44,59.65,194.52,ok,8
179,1.484167,1,0.3975,3081.10,1639.43,3270.71,1614.36,58.99,195.87,ok,8
180,1.492500,1,0.3558,3081.00,1639.55,3271.03,1611.64,59.18,196.94,ok,9
181,1.500833,0,,,,,,,197.79,rejected-jump,9
182,1.509167,1,0.3307,3081.13,1619.97,3271.20,1586.46,79.00,198.48,ok,7
183,1.517500,1,0.3631,3080.49,1639.17,3270.41,1603.39,59.58,199.03,ok,9
184,1.525833,1,0.3731,3080.48,1638.85,3269.97,1601.20,59.47,199.24,ok,8
185,1.534167,1,0.4965,3080.33,1639.25,3269.14,1599.74,58.83,199.33,ok,9
186,1.542500,1,0.5399,3080.30,1638.90,3268.03,1597.50,58.45,199.03,ok,8
187,1.550833,1,0.4795,3080.05,1639.60,3266.15,1596.18,57.96,198.28,ok,8
188,1.559167,1,0.2997,3079.58,1616.47,3263.69,1570.90,81.05,197.22,ok,10
189,1.567500,0,,,,,,,195.97,rejected-jump,7
190,1.575833,1,0.4685,3077.93,1638.96,3257.57,1589.02,58.14,194.54,ok,8
191,1.584167,0,,,,,,,193.06,rejected-jump,7
192,1.592500,0,,,,,,,191.31,rejected-size,8
193,1.600833,0,,,,,,,189.36,rejected-size,8
194,1.609167,1,0.3196,3075.98,1637.67,3246.37,1583.45,58.89,187.21,ok,7
195,1.617500,1,0.4316,3076.16,1637.61,3244.08,1583.22,58.85,184.74,ok,8
196,1.625833,1,0.5571,3075.02,1637.22,3240.36,1582.77,58.72,182.06,ok,8
197,1.634167,1,0.6009,3074.36,1637.20,3237.08,1582.87,58.42,179.22,ok,9
198,1.642500,1,0.3850,3074.09,1637.16,3234.33,1583.05,58.12,176.52,ok,10
199,1.650833,1,0.3366,3073.81,1637.11,3232.06,1583.35,58.49,174.19,ok,7
200,1.659167,1,0.4189,3072.54,1636.86,3229.08,1583.65,58.51,172.05,ok,9
201,1.667500,1,0.3233,3072.64,1636.60,3227.75,1584.20,58.75,170.10,ok,7
202,1.675833,0,,,,,,,168.48,rejected-jump,7
203,1.684167,0,,,,,,,167.30,rejected-size,8
204,1.692500,0,,,,,,,166.49,rejected-size,8
205,1.700833,0,,,,,,,165.92,rejected-size,7
206,1.709167,0,,,,,,,165.33,rejected-size,8
207,1.717500,1,0.3591,3071.75,1614.36,3224.01,1567.19,80.67,164.66,ok,8
208,1.725833,1,0.2718,3071.51,1613.47,3223.36,1566.96,81.60,163.89,ok,9
209,1.734167,1,0.2871,3070.67,1613.60,3221.90,1567.63,81.30,162.94,ok,7
210,1.742500,1,0.2982,3070.61,1613.57,3220.99,1568.05,81.07,161.70,ok,8
211,1.750833,1,0.4464,3070.68,1627.31,3220.15,1582.27,67.47,160.44,ok,8
212,1.759167,1,0.4666,3070.34,1614.46,3218.94,1570.01,80.09,159.17,ok,7
213,1.767500,0,,,,,,,157.88,rejected-jump,6
214,1.775833,0,,,,,,,156.61,rejected-size,6
215,1.784167,0,,,,,,,155.40,rejected-size,7
216,1.792500,0,,,,,,,154.24,rejected-size,6
217,1.800833,1,0.3634,3069.24,1635.75,3211.81,1590.36,58.31,153.23,ok,8
218,1.809167,1,0.5821,3068.44,1634.17,3210.02,1588.51,59.58,152.30,ok,10
219,1.817500,1,0.5672,3068.05,1635.64,3209.31,1589.81,57.56,151.65,ok,9
220,1.825833,1,0.5296,3068.32,1634.35,3209.15,1588.28,58.88,151.19,ok,9
221,1.834167,1,0.4632,3068.18,1616.32,3208.70,1569.83,76.70,150.96,ok,9
222,1.842500,1,0.5058,3068.10,1617.82,3208.31,1570.68,75.41,150.76,ok,11
223,1.850833,1,0.3497,3067.87,1634.02,3207.86,1586.38,59.21,150.61,ok,10
224,1.859167,1,0.3197,3067.80,1631.40,3207.61,1583.65,61.69,150.39,ok,9
225,1.867500,1,0.3461,3067.61,1632.27,3207.38,1584.81,60.69,150.21,ok,9
226,1.875833,1,0.3757,3067.80,1623.08,3207.68,1576.17,70.06,150.12,ok,8
227,1.884167,1,0.4326,3067.85,1622.68,3208.13,1576.52,70.43,150.22,ok,9
228,1.892500,1,0.4683,3067.90,1613.04,3208.59,1567.87,80.42,150.41,ok,10
229,1.900833,1,0.3239,3067.75,1612.79,3209.02,1568.50,80.55,150.73,ok,9
230,1.909167,1,0.3261,3067.46,1636.02,3209.52,1592.49,56.95,151.36,ok,8
231,1.917500,1,0.3024,3067.71,1636.42,3210.62,1593.59,56.66,152.15,ok,9
232,1.925833,1,0.4196,3068.07,1636.21,3211.77,1593.92,56.86,152.97,ok,8
233,1.934167,1,0.3294,3068.11,1636.04,3212.56,1594.39,56.84,153.73,ok,9
234,1.942500,0,,,,,,,154.25,rejected-jump,7
235,1.950833,0,,,,,,,154.34,rejected-size,8
236,1.959167,0,,,,,,,154.01,rejected-size,7
237,1.967500,1,0.2904,3067.80,1635.58,3211.55,1595.18,57.64,153.20,ok,8
238,1.975833,1,0.4713,3067.00,1635.71,3209.88,1595.29,57.14,152.37,ok,8
239,1.984167,1,0.5241,3066.88,1635.92,3208.91,1595.21,56.41,151.44,ok,9
240,1.992500,0,,,,,,,150.60,rejected-jump,8
241,2.000833,0,,,,,,,149.92,rejected-size,7
242,2.009167,1,0.4275,3065.52,1612.26,3205.29,1570.52,80.39,149.37,ok,8
243,2.017500,1,0.3738,3065.63,1616.37,3204.85,1574.46,76.44,148.88,ok,8
244,2.025833,1,0.3968,3065.63,1613.34,3204.34,1571.59,79.10,148.33,ok,7
245,2.034167,1,0.4809,3065.64,1612.31,3203.92,1570.54,80.32,147.83,ok,7
246,2.042500,1,0.4708,3065.27,1612.70,3202.82,1570.87,79.65,147.03,ok,7
247,2.050833,1,0.3764,3064.76,1620.31,3201.82,1578.71,71.62,146.13,ok,8
248,2.059167,1,0.2868,3065.14,1634.76,3201.37,1593.26,57.01,145.12,ok,7
249,2.067500,1,0.3821,3065.04,1612.27,3200.44,1571.03,79.75,144.11,ok,7
250,2.075833,1,0.2898,3065.23,1613.18,3199.80,1572.18,79.37,143.13,ok,7
251,2.084167,1,0.2641,3064.28,1634.81,3197.68,1593.89,56.55,142.14,ok,7
252,2.092500,1,0.3696,3064.54,1634.66,3196.80,1593.54,57.32,141.06,ok,7
253,2.100833,1,0.3596,3063.98,1634.26,3194.99,1592.86,57.18,139.90,ok,7
254,2.109167,1,0.2698,3063.74,1612.32,3193.43,1570.54,79.80,138.76,ok,8
255,2.117500,1,0.2583,3063.94,1612.08,3192.32,1570.13,80.27,137.49,ok,9
256,2.125833,0,,,,,,,136.17,rejected-jump,7
257,2.134167,1,0.3989,3062.81,1618.18,3188.88,1576.16,73.16,135.13,ok,9
258,2.142500,1,0.3259,3063.11,1611.47,3188.38,1569.29,80.22,134.39,ok,8
259,2.150833,1,0.2679,3062.61,1612.31,3187.41,1570.14,78.96,133.85,ok,7
260,2.159167,1,0.2982,3062.68,1611.74,3187.18,1569.48,79.79,133.60,ok,8
261,2.167500,0,,,,,,,133.58,rejected-jump,6
262,2.175833,0,,,,,,,133.74,rejected-size,6
263,2.184167,0,,,,,,,133.89,rejected-size,6
264,2.192500,0,,,,,,,133.89,rejected-size,8
265,2.200833,0,,,,,,,133.80,rejected-size,8
266,2.209167,0,,,,,,,133.75,rejected-size,5
267,2.217500,0,,,,,,,133.49,rejected-size,6
268,2.225833,0,,,,,,,133.05,rejected-size,6
269,2.234167,0,,,,,,,132.59,rejected-size,6
270,2.242500,0,,,,,,,132.14,rejected-size,6
271,2.250833,0,,,,,,,131.78,rejected-size,7
272,2.259167,0,,,,,,,131.46,rejected-size,6
273,2.267500,0,,,,,,,131.25,rejected-size,6
274,2.275833,0,,,,,,,131.02,rejected-size,7
275,2.284167,0,,,,,,,130.78,rejected-size,8
276,2.292500,0,,,,,,,130.62,rejected-size,7
277,2.300833,0,,,,,,,130.56,rejected-size,7
278,2.309167,1,0.2600,3060.53,1632.74,3178.63,1582.62,57.69,130.67,ok,8
279,2.317500,1,0.3208,3060.24,1632.99,3178.08,1581.71,57.15,130.99,ok,8
280,2.325833,1,0.3899,3060.01,1633.39,3178.04,1581.20,56.67,131.62,ok,7
281,2.334167,1,0.4842,3060.17,1633.46,3178.68,1580.59,56.80,132.47,ok,7
282,2.342500,1,0.3509,3060.42,1633.33,3179.71,1579.92,57.14,133.55,ok,8
283,2.350833,1,0.2572,3060.45,1633.46,3180.85,1579.78,57.45,134.81,ok,7
284,2.359167,1,0.3534,3060.85,1633.61,3182.56,1579.99,56.82,136.17,ok,8
285,2.367500,1,0.4334,3061.37,1633.87,3184.38,1580.40,57.27,137.45,ok,7
286,2.375833,1,0.4951,3061.23,1633.78,3185.32,1580.39,57.29,138.54,ok,8
287,2.384167,1,0.4999,3061.31,1633.60,3186.11,1580.11,56.98,139.38,ok,8
288,2.392500,1,0.5115,3061.43,1633.59,3186.83,1579.97,57.60,140.11,ok,7
289,2.400833,1,0.4698,3061.57,1633.63,3187.52,1579.89,57.54,140.77,ok,7
290,2.409167,1,0.5255,3061.43,1633.57,3188.18,1579.80,57.49,141.56,ok,8
291,2.417500,1,0.5036,3061.31,1633.82,3189.18,1580.23,57.73,142.56,ok,8
292,2.425833,1,0.4259,3061.73,1633.32,3190.97,1580.10,57.94,143.63,ok,7
293,2.434167,1,0.4603,3062.21,1633.78,3192.89,1581.04,57.28,144.81,ok,8
294,2.442500,1,0.3342,3062.03,1633.74,3194.04,1581.38,57.41,145.94,ok,8
295,2.450833,1,0.3893,3062.33,1633.73,3195.69,1581.61,57.81,147.24,ok,8
296,2.459167,1,0.4220,3062.34,1633.89,3196.94,1581.82,57.92,148.51,ok,7
297,2.467917,0,,,,,,,149.88,rejected-jump,7
298,2.476250,0,,,,,,,151.22,rejected-size,8
299,2.484583,1,0.2749,3062.89,1634.43,3201.08,1582.52,57.88,152.43,ok,8
300,2.492917,1,0.2714,3062.88,1634.43,3201.98,1582.83,57.47,153.28,ok,7
301,2.501250,1,0.2986,3063.29,1633.91,3203.02,1582.76,58.14,153.81,ok,7
302,2.509583,1,0.2634,3063.17,1633.67,3203.15,1582.96,58.44,153.96,ok,7
303,2.517917,0,,,,,,,153.69,rejected-jump,6
304,2.526250,1,0.2718,3063.11,1633.36,3202.59,1583.55,58.49,153.22,ok,8
305,2.534583,0,,,,,,,152.62,rejected-jump,7
306,2.542917,0,,,,,,,151.87,rejected-size,6
307,2.551250,0,,,,,,,151.16,rejected-size,7
308,2.559583,0,,,,,,,150.42,rejected-size,7
309,2.567917,0,,,,,,,149.86,rejected-size,7
310,2.576250,0,,,,,,,149.25,rejected-size,7
311,2.584583,0,,,,,,,148.76,rejected-size,8
312,2.592917,0,,,,,,,148.35,rejected-size,7
313,2.601250,0,,,,,,,148.17,rejected-size,7
314,2.609583,0,,,,,,,148.16,rejected-size,7
315,2.617917,0,,,,,,,148.21,rejected-size,7
316,2.626250,0,,,,,,,148.66,rejected-size,7
317,2.634583,0,,,,,,,149.22,rejected-size,7
318,2.642917,0,,,,,,,150.09,rejected-size,7
319,2.651250,1,0.3783,3062.24,1633.81,3200.72,1588.57,58.35,151.00,ok,7
320,2.659583,1,0.2726,3062.09,1632.65,3201.70,1587.24,59.27,152.13,ok,7
321,2.667917,1,0.2660,3062.81,1634.04,3203.44,1588.35,57.90,153.19,ok,8
322,2.676250,1,0.2774,3062.66,1624.73,3204.42,1578.83,67.29,154.36,ok,7
323,2.684583,1,0.2803,3062.21,1612.18,3205.04,1566.11,80.38,155.46,ok,7
324,2.692917,1,0.3279,3063.11,1612.18,3206.79,1566.07,80.23,156.35,ok,8
325,2.701250,1,0.3258,3063.33,1631.97,3207.76,1585.75,60.22,157.16,ok,8
326,2.709583,1,0.3091,3063.45,1614.86,3208.65,1568.71,77.52,157.92,ok,8
327,2.717917,1,0.3577,3063.16,1612.55,3209.07,1566.46,79.75,158.63,ok,7
328,2.726250,1,0.2976,3063.14,1613.03,3209.82,1566.86,79.25,159.49,ok,8
329,2.734583,0,,,,,,,160.33,rejected-jump,5
330,2.742917,0,,,,,,,161.28,rejected-size,6
331,2.751250,1,0.2536,3063.72,1612.28,3213.45,1566.69,80.62,162.51,ok,6
332,2.759583,0,,,,,,,163.68,rejected-jump,6
333,2.767917,0,,,,,,,164.77,rejected-size,7
334,2.776250,0,,,,,,,165.66,rejected-size,6
335,2.784583,0,,,,,,,166.22,rejected-size,7
336,2.792917,0,,,,,,,166.39,rejected-size,7
337,2.801250,0,,,,,,,166.31,rejected-size,6
338,2.809583,0,,,,,,,165.85,rejected-size,6
339,2.817917,0,,,,,,,165.12,rejected-size,6
340,2.826250,1,0.3301,3063.39,1634.00,3212.95,1584.28,58.37,163.94,ok,7
341,2.834583,0,,,,,,,162.55,rejected-jump,7
342,2.842917,1,0.3662,3062.59,1633.65,3208.96,1582.62,58.40,161.17,ok,8
343,2.851250,1,0.4407,3062.24,1633.70,3206.84,1582.02,58.17,159.61,ok,7
344,2.859583,1,0.4816,3061.82,1633.81,3204.47,1581.38,57.47,157.95,ok,8
345,2.867917,1,0.4441,3061.05,1634.17,3201.65,1580.77,56.99,156.28,ok,8
346,2.876250,1,0.2957,3060.97,1634.07,3199.51,1579.54,57.50,154.64,ok,8
347,2.884583,0,,,,,,,153.20,rejected-jump,6
348,2.892917,1,0.3117,3059.66,1633.74,3194.63,1577.27,57.62,151.81,ok,7
349,2.901250,1,0.3477,3059.56,1634.04,3193.09,1576.97,57.60,150.51,ok,7
350,2.909583,1,0.3232,3059.37,1634.20,3191.82,1576.68,57.37,149.43,ok,7
351,2.917917,0,,,,,,,148.56,rejected-jump,6
