frame,time_s,detected,confidence,cx,cy,raw_cx,raw_cy,diameter,drift_px,status,candidates
47,0.383333,0,,,,,,,78.52,rejected-size,8
48,0.391667,1,0.2739,2923.40,1619.89,2997.41,1622.72,54.32,78.53,ok,9
49,0.400000,1,0.3983,2923.28,1619.87,2996.83,1623.73,54.64,78.15,ok,11
50,0.408333,1,0.5756,2923.31,1619.63,2996.20,1624.49,55.16,77.55,ok,9
51,0.416667,0,,,,,,,77.08,rejected-jump,7
52,0.425000,0,,,,,,,76.99,rejected-jump,7
53,0.433333,0,,,,,,,77.14,rejected-size,7
54,0.441667,0,,,,,,,77.19,rejected-size,8
55,0.450000,1,0.4472,2923.78,1620.05,2995.90,1633.75,54.31,77.26,ok,8
56,0.458333,1,0.2933,2923.21,1619.61,2995.39,1635.06,55.52,77.55,ok,8
57,0.466667,1,0.2606,2923.77,1620.35,2996.13,1637.50,55.45,77.97,ok,9
58,0.475000,1,0.3552,2923.45,1620.17,2995.76,1638.82,54.67,78.15,ok,10
59,0.483333,1,0.5421,2923.49,1620.77,2995.69,1640.74,54.59,78.32,ok,10
60,0.492083,1,0.4710,2923.87,1620.59,2995.51,1641.54,54.67,77.94,ok,10
61,0.500417,1,0.5166,2923.88,1619.98,2994.57,1641.46,53.97,77.05,ok,11
62,0.508750,1,0.5073,2924.14,1620.08,2993.88,1641.66,54.22,76.18,ok,10
63,0.517083,1,0.5454,2923.81,1620.67,2992.80,1642.32,54.52,75.50,ok,11
64,0.525417,1,0.3739,2923.95,1620.44,2992.22,1641.97,54.29,74.89,ok,11
65,0.533750,1,0.3729,2923.88,1619.68,2991.54,1640.52,54.24,74.26,ok,12
66,0.542083,1,0.2923,2923.88,1620.29,2991.13,1640.27,53.60,73.78,ok,12
67,0.550417,0,,,,,,,73.76,rejected-jump,11
68,0.558750,0,,,,,,,74.08,rejected-jump,10
69,0.567083,0,,,,,,,74.92,rejected-size,10
70,0.575417,1,0.4377,2924.04,1619.95,2993.82,1637.41,54.53,76.46,ok,12
71,0.583750,1,0.2847,2924.30,1620.45,2995.79,1637.66,55.02,78.31,ok,11
72,0.592083,1,0.3665,2924.24,1620.41,2997.90,1637.69,53.69,80.62,ok,10
73,0.600417,1,0.2892,2924.49,1621.37,3000.63,1639.01,53.27,83.36,ok,10
74,0.608750,0,,,,,,,86.16,rejected-jump,9
75,0.617083,1,0.4056,2925.11,1620.55,3006.40,1638.46,54.66,89.02,ok,10
76,0.625417,1,0.4580,2925.91,1621.15,3009.55,1638.71,54.66,91.66,ok,11
77,0.633750,0,,,,,,,93.95,rejected-jump,9
78,0.642083,1,0.3605,2926.02,1620.93,3013.15,1636.87,55.21,95.68,ok,10
79,0.650417,1,0.4560,2926.27,1620.74,3014.28,1635.37,53.98,96.86,ok,8
80,0.658750,1,0.2723,2926.65,1620.39,3015.16,1633.23,55.10,97.68,ok,9
81,0.667083,0,,,,,,,98.21,rejected-jump,8
82,0.675417,0,,,,,,,98.52,rejected-jump,10
83,0.683750,1,0.4652,2926.41,1620.28,3014.50,1627.06,54.19,98.37,ok,11
84,0.692083,1,0.5106,2926.62,1620.29,3013.76,1625.28,54.47,97.85,ok,9
85,0.700417,1,0.4057,2925.66,1620.51,3011.65,1623.48,55.10,97.15,ok,10
86,0.708750,0,,,,,,,96.54,rejected-jump,9
87,0.717083,1,0.2520,2925.40,1619.80,3009.33,1619.18,54.72,95.92,ok,10
88,0.725417,0,,,,,,,95.53,rejected-jump,9
89,0.733750,0,,,,,,,95.19,rejected-jump,8
90,0.742083,1,0.4228,2925.86,1619.84,3008.04,1616.40,54.33,94.89,ok,12
91,0.750417,1,0.3974,2925.64,1619.43,3007.26,1615.25,55.04,94.66,ok,11
92,0.758750,1,0.2549,2925.74,1620.89,3006.84,1615.62,54.15,94.56,ok,11
93,0.767083,0,,,,,,,94.89,rejected-jump,11
94,0.775417,1,0.2758,2925.52,1620.07,3006.37,1611.92,53.86,95.45,ok,11
95,0.783750,0,,,,,,,96.47,rejected-jump,10
96,0.792083,1,0.3723,2925.97,1620.28,3007.55,1609.02,54.05,97.47,ok,12
97,0.800417,1,0.4910,2925.66,1621.13,3007.69,1608.02,54.91,98.60,ok,10
98,0.808750,1,0.4753,2925.99,1620.13,3008.39,1604.95,54.79,99.76,ok,11
99,0.817083,0,,,,,,,100.94,rejected-jump,11
100,0.825417,1,0.6172,2926.27,1620.46,3008.93,1600.56,54.49,102.02,ok,10
101,0.833750,1,0.5751,2926.21,1620.11,3008.91,1598.09,55.09,103.03,ok,11
102,0.842083,1,0.4688,2925.94,1620.26,3008.49,1596.88,54.72,103.58,ok,12
103,0.850417,1,0.5844,2925.89,1620.62,3008.44,1596.39,54.21,104.03,ok,13
104,0.858750,1,0.6148,2926.20,1620.77,3008.87,1595.97,53.60,104.38,ok,12
105,0.867083,1,0.3106,2925.90,1620.76,3008.58,1595.60,53.93,104.46,ok,11
106,0.875417,1,0.4562,2925.91,1620.88,3008.40,1595.82,53.86,104.12,ok,11
107,0.883750,1,0.4518,2926.07,1620.52,3008.37,1595.82,53.52,103.65,ok,12
108,0.892083,1,0.4531,2926.03,1620.25,3008.17,1596.09,54.18,103.11,ok,12
109,0.900417,1,0.4150,2926.32,1620.06,3008.30,1596.39,54.34,102.61,ok,11
110,0.908750,1,0.3851,2926.22,1620.21,3007.90,1597.06,55.08,102.08,ok,9
111,0.917083,1,0.2530,2925.87,1620.14,3007.55,1597.47,55.56,101.90,ok,10
112,0.925417,1,0.3719,2926.26,1620.07,3008.14,1597.63,55.50,101.89,ok,10
113,0.933750,1,0.4391,2926.37,1620.29,3008.73,1598.33,55.63,102.10,ok,10
114,0.942083,1,0.4365,2926.60,1620.50,3009.69,1599.32,55.46,102.51,ok,10
115,0.950417,0,,,,,,,102.87,rejected-jump,8
116,0.958750,0,,,,,,,103.16,rejected-jump,8
117,0.967083,0,,,,,,,103.45,rejected-size,9
118,0.975417,0,,,,,,,103.73,rejected-size,9
119,0.983750,1,0.5111,2927.31,1620.29,3013.61,1601.73,55.28,103.98,ok,12
120,0.992083,1,0.3847,2927.00,1621.07,3014.14,1603.34,53.93,104.41,ok,14
121,1.000417,1,0.4006,2927.43,1621.00,3015.55,1604.12,53.90,104.99,ok,10
122,1.008750,0,,,,,,,105.67,rejected-jump,9
123,1.017083,0,,,,,,,106.36,rejected-jump,10
124,1.025417,0,,,,,,,106.79,rejected-size,10
125,1.033750,0,,,,,,,107.12,rejected-size,9
126,1.042083,0,,,,,,,107.32,rejected-size,9
127,1.050417,0,,,,,,,107.49,rejected-size,8
128,1.058750,0,,,,,,,107.57,rejected-size,8
129,1.067083,0,,,,,,,107.25,rejected-size,8
130,1.075417,0,,,,,,,106.72,rejected-size,8
131,1.083750,0,,,,,,,106.17,rejected-size,10
132,1.092083,0,,,,,,,105.64,rejected-size,9
133,1.100417,0,,,,,,,105.23,rejected-size,9
134,1.108750,0,,,,,,,105.17,rejected-size,9
135,1.117083,0,,,,,,,105.53,rejected-size,9
136,1.125417,0,,,,,,,106.14,rejected-size,9
137,1.133750,0,,,,,,,107.42,rejected-size,9
138,1.142083,0,,,,,,,108.83,rejected-size,8
139,1.150417,0,,,,,,,110.50,rejected-size,8
140,1.158750,0,,,,,,,112.20,rejected-size,8
141,1.167083,0,,,,,,,114.26,rejected-size,8
142,1.175417,0,,,,,,,116.30,rejected-size,8
143,1.183750,0,,,,,,,118.29,rejected-size,8
144,1.192083,0,,,,,,,120.17,rejected-size,9
145,1.200417,0,,,,,,,121.68,rejected-size,8
146,1.208750,1,0.4230,2930.64,1622.13,3038.14,1617.21,55.09,123.02,ok,10
147,1.217083,1,0.3967,2930.80,1621.57,3039.02,1615.69,55.15,124.12,ok,10
148,1.225417,0,,,,,,,125.07,rejected-jump,9
149,1.233750,1,0.3523,2930.30,1622.27,3039.59,1615.04,56.09,125.86,ok,10
150,1.242083,1,0.5200,2930.54,1622.51,3040.33,1615.03,56.48,126.62,ok,10
151,1.250417,1,0.4656,2931.32,1622.55,3041.75,1615.08,55.75,127.47,ok,10
152,1.258750,1,0.5235,2931.09,1622.67,3042.29,1615.72,55.27,128.35,ok,11
153,1.267083,1,0.4744,2931.35,1622.52,3043.50,1616.25,55.46,129.35,ok,12
154,1.275417,0,,,,,,,130.42,rejected-jump,11
155,1.283750,0,,,,,,,131.67,rejected-jump,13
156,1.292083,1,0.3292,2931.97,1622.58,3047.81,1617.99,55.25,133.17,ok,14
157,1.300417,0,,,,,,,134.85,rejected-jump,10
158,1.308750,0,,,,,,,136.85,rejected-jump,11
159,1.317083,0,,,,,,,138.95,rejected-size,11
160,1.325417,1,0.4398,2933.35,1623.76,3057.22,1623.64,56.07,140.88,ok,14
161,1.333750,1,0.4815,2932.92,1623.73,3058.74,1624.98,54.87,142.80,ok,9
162,1.342083,1,0.5023,2933.43,1623.71,3061.08,1626.26,55.05,144.58,ok,11
163,1.350417,1,0.3711,2934.28,1623.78,3063.65,1627.67,54.61,146.31,ok,13
164,1.358750,0,,,,,,,147.89,rejected-jump,11
165,1.367083,0,,,,,,,149.30,rejected-jump,10
166,1.375417,1,0.3847,2934.03,1623.92,3067.74,1630.36,56.18,150.37,ok,11
167,1.383750,1,0.4705,2934.57,1624.13,3069.35,1631.52,56.02,151.33,ok,9
168,1.392083,1,0.5957,2934.84,1623.86,3070.60,1632.15,55.59,152.16,ok,11
169,1.400417,1,0.7189,2934.87,1624.01,3071.71,1632.93,55.74,153.06,ok,12
170,1.408750,1,0.6865,2934.99,1624.34,3072.85,1633.46,55.74,153.85,ok,13
171,1.417083,1,0.7103,2935.18,1624.10,3073.91,1633.23,55.02,154.59,ok,12
172,1.425417,1,0.5465,2935.39,1624.31,3074.82,1633.28,55.12,155.17,ok,10
173,1.433750,1,0.6899,2935.66,1624.72,3076.01,1633.13,55.74,156.00,ok,12
174,1.442083,1,0.7218,2935.47,1625.08,3076.96,1632.77,55.52,157.09,ok,14
175,1.450417,1,0.3198,2935.74,1624.45,3078.44,1631.64,55.28,158.23,ok,12
176,1.458750,1,0.3222,2936.02,1624.87,3080.03,1631.85,55.79,159.45,ok,11
177,1.467500,1,0.4410,2935.98,1624.91,3081.67,1631.92,55.87,161.01,ok,11
178,1.475833,1,0.4014,2935.40,1625.14,3083.16,1632.37,56.98,162.87,ok,9
179,1.484167,1,0.2968,2936.20,1625.04,3086.34,1632.70,55.70,165.03,ok,10
180,1.492500,1,0.2704,2936.47,1625.32,3089.26,1633.73,55.65,167.52,ok,10
181,1.500833,0,,,,,,,170.09,rejected-jump,9
182,1.509167,1,0.3221,2937.48,1626.32,3095.81,1635.69,54.97,172.77,ok,12
183,1.517500,0,,,,,,,175.15,rejected-jump,9
184,1.525833,0,,,,,,,177.21,rejected-jump,10
185,1.534167,1,0.6605,2938.29,1626.92,3102.93,1635.05,54.79,179.06,ok,10
186,1.542500,1,0.6641,2938.47,1625.91,3104.56,1632.98,55.81,180.52,ok,10
187,1.550833,1,0.5407,2938.52,1626.16,3105.78,1631.92,56.06,181.66,ok,13
188,1.559167,1,0.3954,2938.78,1626.50,3107.10,1630.97,56.35,182.69,ok,11
189,1.567500,0,,,,,,,183.71,rejected-jump,11
190,1.575833,0,,,,,,,184.81,rejected-jump,10
191,1.584167,0,,,,,,,186.21,rejected-size,10
192,1.592500,1,0.2780,2939.42,1626.77,3113.14,1628.23,55.25,187.75,ok,11
193,1.600833,0,,,,,,,189.31,rejected-jump,8
194,1.609167,1,0.3731,2939.17,1627.80,3116.47,1627.77,56.39,191.25,ok,8
195,1.617500,1,0.5282,2939.77,1627.36,3118.64,1626.29,55.41,193.22,ok,10
196,1.625833,1,0.4870,2940.04,1627.72,3120.59,1626.10,56.23,194.96,ok,9
197,1.634167,1,0.2684,2940.17,1627.50,3122.62,1625.26,55.99,196.86,ok,11
198,1.642500,1,0.3919,2940.67,1627.41,3125.11,1624.41,56.22,198.81,ok,12
199,1.650833,0,,,,,,,200.96,rejected-jump,9
200,1.659167,0,,,,,,,203.21,rejected-jump,9
201,1.667500,0,,,,,,,205.79,rejected-size,10
202,1.675833,1,0.2739,2942.05,1628.76,3135.75,1623.19,55.88,208.37,ok,11
203,1.684167,0,,,,,,,211.06,rejected-jump,8
204,1.692500,0,,,,,,,213.63,rejected-jump,9
205,1.700833,0,,,,,,,216.15,rejected-size,8
206,1.709167,0,,,,,,,218.57,rejected-size,9
207,1.717500,0,,,,,,,220.73,rejected-size,10
208,1.725833,1,0.2636,2944.09,1629.29,3150.32,1618.60,55.46,222.63,ok,12
209,1.734167,1,0.3350,2944.63,1629.18,3152.40,1618.13,55.31,224.24,ok,10
210,1.742500,1,0.2860,2944.35,1629.02,3153.41,1617.70,56.19,225.63,ok,12
211,1.750833,0,,,,,,,226.96,rejected-jump,12
212,1.759167,1,0.2795,2945.35,1629.46,3156.49,1617.27,56.15,227.87,ok,12
213,1.767500,0,,,,,,,228.76,rejected-jump,10
214,1.775833,0,,,,,,,229.72,rejected-jump,12
215,1.784167,1,0.3165,2946.06,1629.47,3160.32,1617.31,55.85,230.95,ok,13
216,1.792500,0,,,,,,,232.34,rejected-jump,10
217,1.800833,0,,,,,,,234.13,rejected-jump,9
218,1.809167,1,0.4509,2946.84,1629.73,3166.52,1619.39,56.40,236.02,ok,12
219,1.817500,1,0.6508,2947.23,1630.27,3168.90,1621.05,56.96,237.85,ok,13
220,1.825833,1,0.5003,2947.41,1630.18,3171.06,1622.19,55.78,239.68,ok,12
221,1.834167,1,0.7048,2948.24,1631.09,3174.26,1624.66,56.12,241.61,ok,14
222,1.842500,1,0.5773,2948.42,1630.29,3176.35,1625.18,56.09,243.38,ok,11
223,1.850833,0,,,,,,,245.12,rejected-jump,9
224,1.859167,1,0.6158,2948.77,1630.88,3180.29,1627.81,57.02,247.02,ok,10
225,1.867500,1,0.6098,2949.59,1631.20,3183.30,1629.19,56.63,249.28,ok,11
226,1.875833,1,0.3521,2949.54,1631.01,3185.83,1630.47,57.43,251.92,ok,10
227,1.884167,1,0.4181,2950.30,1630.94,3189.43,1631.90,56.63,254.80,ok,11
228,1.892500,1,0.4374,2951.01,1631.16,3193.09,1633.76,56.29,257.84,ok,12
229,1.900833,1,0.4126,2952.28,1631.94,3197.32,1636.16,55.74,260.87,ok,10
230,1.909167,1,0.5361,2951.91,1632.37,3199.68,1638.26,57.20,263.66,ok,9
231,1.917500,1,0.6007,2952.94,1632.43,3203.28,1639.95,56.65,266.29,ok,10
232,1.925833,1,0.6020,2952.46,1632.45,3205.14,1641.65,56.81,268.77,ok,11
233,1.934167,1,0.5909,2952.94,1631.72,3207.50,1642.42,56.53,270.83,ok,12
234,1.942500,0,,,,,,,272.29,rejected-jump,11
235,1.950833,0,,,,,,,273.37,rejected-jump,10
236,1.959167,0,,,,,,,274.07,rejected-size,11
237,1.967500,0,,,,,,,274.41,rejected-size,13
238,1.975833,0,,,,,,,274.33,rejected-size,10
239,1.984167,0,,,,,,,274.05,rejected-size,9
240,1.992500,0,,,,,,,273.76,rejected-size,9
241,2.000833,1,0.2802,2953.38,1631.58,3208.95,1654.53,59.16,273.36,ok,9
242,2.009167,1,0.2889,2953.20,1633.01,3208.47,1658.56,56.80,273.16,ok,11
243,2.017500,0,,,,,,,273.40,rejected-jump,9
244,2.025833,1,0.4536,2954.03,1632.72,3210.03,1664.35,57.91,273.97,ok,10
245,2.034167,0,,,,,,,274.63,rejected-jump,10
246,2.042500,0,,,,,,,275.34,rejected-jump,10
247,2.050833,1,0.3105,2954.42,1633.87,3212.68,1673.77,57.72,276.05,ok,10
248,2.059167,0,,,,,,,276.65,rejected-jump,8
249,2.067500,0,,,,,,,277.09,rejected-jump,9
250,2.075833,0,,,,,,,277.38,rejected-size,9
251,2.084167,0,,,,,,,277.60,rejected-size,10
252,2.092500,0,,,,,,,277.63,rejected-size,10
253,2.100833,0,,,,,,,277.70,rejected-size,10
254,2.109167,1,0.2755,2942.04,1634.01,3201.85,1681.07,42.68,277.93,ok,10
255,2.117500,0,,,,,,,278.08,rejected-jump,9
256,2.125833,0,,,,,,,277.96,rejected-jump,9
257,2.134167,0,,,,,,,277.84,rejected-size,9
258,2.142500,0,,,,,,,277.52,rejected-size,9
259,2.150833,0,,,,,,,277.37,rejected-size,10
260,2.159167,0,,,,,,,277.37,rejected-size,11
261,2.167500,0,,,,,,,277.65,rejected-size,12
262,2.175833,0,,,,,,,278.32,rejected-size,9
263,2.184167,0,,,,,,,279.33,rejected-size,8
264,2.192500,0,,,,,,,280.44,rejected-size,8
265,2.200833,0,,,,,,,281.74,rejected-size,9
266,2.209167,1,0.7232,2954.88,1633.88,3220.59,1674.30,58.02,282.85,ok,10
267,2.217500,1,0.5195,2955.88,1634.10,3222.72,1673.08,57.27,283.86,ok,10
268,2.225833,1,0.4422,2956.42,1633.82,3224.29,1671.36,56.49,284.74,ok,9
269,2.234167,0,,,,,,,285.74,rejected-jump,8
270,2.242500,0,,,,,,,287.03,rejected-jump,8
271,2.250833,1,0.4495,2957.27,1634.38,3229.26,1668.07,57.55,288.51,ok,9
272,2.259167,1,0.6967,2957.02,1634.51,3230.50,1666.78,56.78,289.82,ok,10
273,2.267500,1,0.7948,2957.34,1634.18,3232.01,1664.89,56.95,290.81,ok,9
274,2.275833,1,0.7400,2957.36,1634.55,3232.97,1663.62,58.16,291.57,ok,9
275,2.284167,0,,,,,,,292.21,rejected-jump,9
276,2.292500,1,0.3824,2957.11,1634.43,3234.15,1660.22,57.27,292.82,ok,9
277,2.300833,1,0.3766,2957.53,1634.50,3235.06,1658.47,57.72,293.29,ok,10
278,2.309167,1,0.5012,2958.12,1634.73,3235.90,1656.52,56.93,293.45,ok,10
279,2.317500,1,0.3493,2957.72,1634.15,3235.37,1653.70,57.18,293.27,ok,9
280,2.325833,0,,,,,,,292.66,rejected-jump,8
281,2.334167,1,0.6048,2957.36,1633.79,3233.88,1649.00,56.99,292.11,ok,9
282,2.342500,1,0.5074,2957.17,1633.95,3232.91,1647.29,57.95,291.30,ok,9
283,2.350833,1,0.3878,2957.29,1634.27,3232.26,1646.04,57.65,290.48,ok,9
284,2.359167,1,0.4272,2956.56,1634.19,3230.67,1644.59,57.29,289.60,ok,10
285,2.367500,1,0.4429,2956.76,1634.33,3229.98,1643.54,57.48,288.61,ok,10
286,2.375833,0,,,,,,,287.29,rejected-jump,9
287,2.384167,0,,,,,,,285.85,rejected-jump,8
288,2.392500,0,,,,,,,284.39,rejected-size,9
289,2.400833,1,0.5794,2956.17,1633.85,3224.02,1640.96,56.77,283.11,ok,9
290,2.409167,1,0.3388,2955.21,1633.49,3221.84,1639.75,56.19,281.90,ok,11
291,2.417500,1,0.2899,2955.40,1635.06,3221.01,1640.34,56.65,280.93,ok,10
292,2.425833,1,0.3395,2955.32,1634.77,3220.04,1638.82,55.07,280.13,ok,9
293,2.434167,1,0.4887,2955.30,1633.30,3219.23,1635.74,56.73,279.37,ok,12
294,2.442500,1,0.4078,2954.89,1632.90,3218.09,1633.41,57.18,278.73,ok,11
295,2.451250,1,0.5455,2954.93,1632.98,3217.49,1631.18,57.93,278.20,ok,13
296,2.459583,1,0.4507,2954.46,1633.44,3216.56,1629.08,57.44,277.86,ok,10
297,2.467917,1,0.5340,2954.77,1633.27,3216.46,1626.89,56.78,277.61,ok,10
298,2.476250,1,0.5757,2954.96,1633.20,3216.18,1625.29,56.78,277.26,ok,9
299,2.484583,1,0.5438,2955.01,1633.43,3215.69,1624.56,56.45,276.70,ok,9
300,2.492917,1,0.2726,2954.64,1633.64,3214.66,1624.10,55.94,275.99,ok,11
301,2.501250,1,0.2915,2955.01,1633.98,3214.51,1624.15,55.88,275.39,ok,11
302,2.509583,0,,,,,,,274.74,rejected-jump,9
303,2.517917,1,0.3791,2955.02,1634.07,3213.47,1623.96,56.25,274.11,ok,10
304,2.526250,0,,,,,,,273.38,rejected-jump,9
305,2.534583,1,0.2772,2953.65,1633.64,3210.80,1622.89,56.47,272.61,ok,11
306,2.542917,0,,,,,,,271.90,rejected-jump,9
307,2.551250,0,,,,,,,271.32,rejected-jump,9
308,2.559583,0,,,,,,,270.66,rejected-size,9
309,2.567917,0,,,,,,,269.96,rejected-size,11
310,2.576250,0,,,,,,,269.40,rejected-size,12
311,2.584583,0,,,,,,,269.05,rejected-size,12
312,2.592917,1,0.3776,2952.84,1633.87,3207.19,1622.78,55.73,268.73,ok,11
313,2.601250,1,0.2757,2953.33,1633.58,3207.76,1622.02,56.05,268.70,ok,10
314,2.609583,0,,,,,,,268.69,rejected-jump,11
315,2.617917,0,,,,,,,268.77,rejected-size,11
316,2.626250,0,,,,,,,268.75,rejected-size,12
317,2.634583,0,,,,,,,268.53,rejected-size,11
318,2.642917,0,,,,,,,268.05,rejected-size,9
319,2.651250,1,0.2531,2952.31,1633.86,3206.20,1621.03,57.04,267.61,ok,10
320,2.659583,1,0.3127,2953.06,1633.28,3206.42,1619.85,56.73,267.10,ok,10
321,2.667917,1,0.4941,2953.24,1632.87,3206.01,1618.80,56.56,266.47,ok,9
322,2.676250,1,0.3661,2951.98,1633.00,3204.17,1618.59,57.79,265.82,ok,9
323,2.684583,1,0.5381,2952.98,1633.20,3204.47,1618.78,56.82,265.06,ok,9
324,2.692917,1,0.5962,2952.92,1633.23,3203.58,1618.57,56.77,264.11,ok,10
325,2.701250,1,0.4886,2952.92,1632.67,3202.76,1617.81,56.89,263.18,ok,9
326,2.709583,1,0.6459,2952.21,1632.61,3201.14,1617.44,56.94,262.17,ok,9
327,2.717917,1,0.5857,2952.72,1632.71,3200.54,1617.20,56.70,261.08,ok,10
328,2.726250,1,0.4779,2952.08,1632.23,3198.82,1616.42,56.54,259.92,ok,10
329,2.734583,1,0.5679,2951.45,1632.75,3197.15,1616.92,56.60,258.83,ok,9
330,2.742917,0,,,,,,,258.00,rejected-jump,8
331,2.751250,1,0.3115,2952.07,1632.62,3196.47,1617.63,56.09,257.36,ok,9
332,2.759583,0,,,,,,,256.53,rejected-jump,8
333,2.767917,0,,,,,,,255.69,rejected-jump,9
334,2.776250,0,,,,,,,255.04,rejected-size,9
335,2.784583,0,,,,,,,254.54,rejected-size,9
336,2.792917,0,,,,,,,254.02,rejected-size,8
337,2.801250,0,,,,,,,253.53,rejected-size,9
338,2.809583,0,,,,,,,253.08,rejected-size,9
339,2.817917,0,,,,,,,252.72,rejected-size,9
340,2.826250,0,,,,,,,252.24,rejected-size,8
341,2.834583,1,0.3156,2950.79,1632.30,3189.66,1612.91,56.87,251.70,ok,9
342,2.842917,1,0.3728,2950.00,1632.14,3188.28,1612.19,57.25,251.05,ok,9
343,2.851250,1,0.3603,2949.42,1632.24,3187.27,1611.78,58.03,250.55,ok,9
344,2.859583,0,,,,,,,250.04,rejected-jump,8
345,2.867917,0,,,,,,,249.25,rejected-jump,9
346,2.876250,0,,,,,,,248.40,rejected-size,11
347,2.884583,0,,,,,,,247.65,rejected-size,10
348,2.892917,1,0.2578,2949.57,1632.32,3184.90,1610.54,56.35,246.86,ok,11
349,2.901250,1,0.4103,2949.91,1632.98,3184.75,1610.87,56.40,246.24,ok,11
350,2.909583,1,0.5146,2950.21,1632.49,3184.67,1610.10,56.69,245.82,ok,10
351,2.917917,1,0.5392,2950.35,1632.37,3184.55,1609.79,56.66,245.50,ok,10
352,2.926250,1,0.3780,2950.14,1632.03,3184.39,1609.46,56.57,245.51,ok,11
353,2.934583,0,,,,,,,245.92,rejected-jump,9
354,2.942917,1,0.2564,2949.84,1632.19,3185.29,1610.04,56.22,246.47,ok,10
355,2.951250,0,,,,,,,247.30,rejected-jump,10
356,2.959583,0,,,,,,,248.21,rejected-jump,9
357,2.967917,0,,,,,,,249.20,rejected-size,9
358,2.976250,0,,,,,,,250.12,rejected-size,9
359,2.984583,0,,,,,,,250.97,rejected-size,9
360,2.992917,0,,,,,,,251.53,rejected-size,9
361,3.001250,0,,,,,,,251.91,rejected-size,9
362,3.009583,0,,,,,,,252.19,rejected-size,9
363,3.017917,0,,,,,,,252.32,rejected-size,9
364,3.026250,0,,,,,,,252.31,rejected-size,9
365,3.034583,0,,,,,,,252.34,rejected-size,9
366,3.042917,0,,,,,,,252.47,rejected-size,9
367,3.051250,0,,,,,,,252.74,rejected-size,9
368,3.059583,0,,,,,,,253.09,rejected-size,9
369,3.067917,1,0.2771,2951.90,1633.28,3196.24,1618.30,56.91,253.67,ok,10
370,3.076250,0,,,,,,,254.07,rejected-jump,9
371,3.084583,1,0.2942,2951.90,1633.41,3197.00,1618.18,56.18,254.30,ok,9
372,3.092917,1,0.3529,2952.06,1633.15,3197.43,1617.57,56.43,254.54,ok,9
373,3.101250,1,0.2630,2951.84,1633.04,3197.64,1617.14,56.66,254.98,ok,9
374,3.109583,1,0.5386,2952.51,1633.32,3198.86,1616.86,56.74,255.56,ok,9
