frame,time_s,detected,confidence,cx,cy,raw_cx,raw_cy,diameter,drift_px,status,candidates
570,2.371667,1,0.8811,1411.03,608.54,1394.35,610.39,64.05,15.42,ok,4
571,2.375833,1,0.9175,1425.65,603.20,1408.74,605.08,66.37,15.59,ok,4
572,2.380000,1,0.9394,1440.15,596.04,1423.01,597.95,67.18,15.78,ok,4
573,2.384167,1,0.9093,1457.81,587.88,1440.44,589.76,66.48,15.95,ok,4
574,2.388333,1,0.8954,1474.91,582.03,1457.34,583.86,65.62,16.08,ok,4
575,2.392500,1,0.8763,1491.85,575.36,1474.06,577.05,67.44,16.23,ok,4
576,2.396667,1,0.7981,1508.07,566.70,1490.12,568.20,66.80,16.32,ok,4
577,2.400833,1,0.9078,1524.94,561.47,1506.88,562.78,68.19,16.36,ok,4
578,2.405000,1,0.9295,1541.94,555.66,1523.80,556.78,64.91,16.38,ok,4
579,2.409167,1,0.8190,1558.25,548.69,1540.02,549.70,63.78,16.38,ok,4
580,2.413333,1,0.9183,1574.13,542.10,1555.86,543.06,66.48,16.36,ok,4
581,2.417500,1,0.8613,1590.24,535.97,1571.90,536.88,67.03,16.34,ok,4
582,2.421667,1,0.8503,1606.94,529.18,1588.54,530.06,68.81,16.32,ok,4
583,2.425833,1,0.6506,1623.98,523.13,1605.51,524.03,69.12,16.30,ok,4
584,2.430000,1,0.8129,1636.32,517.41,1617.78,518.35,69.04,16.30,ok,4
585,2.434167,1,0.6494,1650.38,512.15,1631.71,513.18,67.60,16.36,ok,4
586,2.438333,1,0.6735,1664.22,507.26,1645.36,508.37,71.17,16.45,ok,4
587,2.442500,1,0.7203,1677.95,502.97,1658.76,504.25,70.53,16.65,ok,4
588,2.446667,1,0.7950,1691.69,497.40,1672.14,498.85,72.40,16.88,ok,4
589,2.450833,1,0.2828,1706.93,488.39,1686.96,490.08,73.62,17.14,ok,4
590,2.455000,0,,,,,,,17.46,rejected-jump,3
591,2.459167,0,,,,,,,17.77,rejected-jump,3
592,2.463333,0,,,,,,,18.03,rejected-jump,3
593,2.467500,0,,,,,,,18.28,rejected-jump,4
594,2.471667,0,,,,,,,18.49,rejected-jump,4
595,2.475833,0,,,,,,,18.67,rejected-size,4
596,2.480000,0,,,,,,,18.81,rejected-size,4
597,2.484167,0,,,,,,,18.90,rejected-size,4
598,2.488333,0,,,,,,,19.00,rejected-size,4
599,2.492500,0,,,,,,,19.15,rejected-size,4
